colname,durablename,static,pats,units_cd,mxinsts,nval_num,patvis_null,confidence_num,mxconmod,patvis,pats_null,colid,mod,quantity_num,ccd,name,cid,concept_path,rule,ddomain,mxfacts,valueflag_cd,tval_char,colcd,location_cd,valtype_cd
v155_Dscrpt__ptnts_cd,_Dscrpt__ptnts_cd,,907,1,1,,314788,,2,1017,2075,v155_Dscrpt__ptnts,,,4,"2950 Derived AJCC-6 T Descript[20,962 facts; 20,074 patients]",155,\i2b2\naaccr\S:11 Stage/Prognostic Factors\2950 Derived AJCC-6 T Descript\,UNKNOWN_DATA_ELEMENT,NAACCR,2,,,v155,,
v155_Dscrpt__ptnts,_Dscrpt__ptnts,,907,1,1,,314788,,2,1017,2075,v155_Dscrpt__ptnts,,,4,"2950 Derived AJCC-6 T Descript[20,962 facts; 20,074 patients]",155,\i2b2\naaccr\S:11 Stage/Prognostic Factors\2950 Derived AJCC-6 T Descript\,UNKNOWN_DATA_ELEMENT,NAACCR,2,,,v155,,
v156_Drvd_ptnts_cd,_Drvd_ptnts_cd,,908,1,1,,314787,,2,1018,2074,v156_Drvd_ptnts,,,25,"2940 Derived AJCC-6 T[20,963 facts; 20,075 patients]",156,\i2b2\naaccr\S:11 Stage/Prognostic Factors\2940 Derived AJCC-6 T\,UNKNOWN_DATA_ELEMENT,NAACCR,2,,,v156,,
v156_Drvd_ptnts,_Drvd_ptnts,,908,1,1,,314787,,2,1018,2074,v156_Drvd_ptnts,,,25,"2940 Derived AJCC-6 T[20,963 facts; 20,075 patients]",156,\i2b2\naaccr\S:11 Stage/Prognostic Factors\2940 Derived AJCC-6 T\,UNKNOWN_DATA_ELEMENT,NAACCR,2,,,v156,,
v157_fcts_ptnts_cd,_fcts_ptnts_cd,,909,1,1,,314785,,2,1020,2073,v157_fcts_ptnts,,,20,"2850 CS Mets at DX[20,984 facts; 20,091 patients]",157,\i2b2\naaccr\S:11 Stage/Prognostic Factors\2850 CS Mets at DX\,UNKNOWN_DATA_ELEMENT,NAACCR,2,,,v157,,
v157_fcts_ptnts,_fcts_ptnts,,909,1,1,,314785,,2,1020,2073,v157_fcts_ptnts,,,20,"2850 CS Mets at DX[20,984 facts; 20,091 patients]",157,\i2b2\naaccr\S:11 Stage/Prognostic Factors\2850 CS Mets at DX\,UNKNOWN_DATA_ELEMENT,NAACCR,2,,,v157,,
v158_Dscrptr__ptnts_cd,_Dscrptr__ptnts_cd,,1042,1,1,,314637,,2,1168,1940,v158_Dscrptr__ptnts,,,6,"0920 TNM Path Descriptor[26,417 facts; 25,280 patients]",158,\i2b2\naaccr\S:11 Stage/Prognostic Factors\0920 TNM Path Descriptor\,UNKNOWN_DATA_ELEMENT,NAACCR,2,,,v158,,
v158_Dscrptr__ptnts,_Dscrptr__ptnts,,1042,1,1,,314637,,2,1168,1940,v158_Dscrptr__ptnts,,,6,"0920 TNM Path Descriptor[26,417 facts; 25,280 patients]",158,\i2b2\naaccr\S:11 Stage/Prognostic Factors\0920 TNM Path Descriptor\,UNKNOWN_DATA_ELEMENT,NAACCR,2,,,v158,,
v159_Mrtl_ptnts_cd,_Mrtl_ptnts_cd,,1092,1,1,,314578,,2,1227,1890,v159_Mrtl_ptnts,,,7,"0150 Marital Status at DX[29,837 facts; 28,564 patients]",159,\i2b2\naaccr\S:2 Demographic\0150 Marital Status at DX\,UNKNOWN_DATA_ELEMENT,NAACCR,2,,,v159,,
v159_Mrtl_ptnts,_Mrtl_ptnts,,1092,1,1,,314578,,2,1227,1890,v159_Mrtl_ptnts,,,7,"0150 Marital Status at DX[29,837 facts; 28,564 patients]",159,\i2b2\naaccr\S:2 Demographic\0150 Marital Status at DX\,UNKNOWN_DATA_ELEMENT,NAACCR,2,,,v159,,
v160_fcts_ptnts_cd,_fcts_ptnts_cd,,1092,1,1,,314578,,1,1227,1890,v160_fcts_ptnts,,,9,"0160 Race 1[29,842 facts; 28,569 patients]",160,\i2b2\naaccr\S:2 Demographic\0160 Race 1\,UNKNOWN_DATA_ELEMENT,NAACCR,1,,,v160,,
v160_fcts_ptnts,_fcts_ptnts,,1092,1,1,,314578,,1,1227,1890,v160_fcts_ptnts,,,9,"0160 Race 1[29,842 facts; 28,569 patients]",160,\i2b2\naaccr\S:2 Demographic\0160 Race 1\,UNKNOWN_DATA_ELEMENT,NAACCR,1,,,v160,,
v161_fcts_ptnts_cd,_fcts_ptnts_cd,,1045,1,1,,314627,,1,1178,1937,v161_fcts_ptnts,,,2,"0161 Race 2[26,518 facts; 25,299 patients]",161,\i2b2\naaccr\S:2 Demographic\0161 Race 2\,UNKNOWN_DATA_ELEMENT,NAACCR,1,,,v161,,
v161_fcts_ptnts,_fcts_ptnts,,1045,1,1,,314627,,1,1178,1937,v161_fcts_ptnts,,,2,"0161 Race 2[26,518 facts; 25,299 patients]",161,\i2b2\naaccr\S:2 Demographic\0161 Race 2\,UNKNOWN_DATA_ELEMENT,NAACCR,1,,,v161,,
v162_fcts_ptnts_cd,_fcts_ptnts_cd,,1045,1,1,,314627,,1,1178,1937,v162_fcts_ptnts,,,2,"0162 Race 3[26,517 facts; 25,298 patients]",162,\i2b2\naaccr\S:2 Demographic\0162 Race 3\,UNKNOWN_DATA_ELEMENT,NAACCR,1,,,v162,,
v162_fcts_ptnts,_fcts_ptnts,,1045,1,1,,314627,,1,1178,1937,v162_fcts_ptnts,,,2,"0162 Race 3[26,517 facts; 25,298 patients]",162,\i2b2\naaccr\S:2 Demographic\0162 Race 3\,UNKNOWN_DATA_ELEMENT,NAACCR,1,,,v162,,
v163_fcts_ptnts_cd,_fcts_ptnts_cd,,1045,1,1,,314627,,1,1178,1937,v163_fcts_ptnts,,,2,"0163 Race 4[26,517 facts; 25,298 patients]",163,\i2b2\naaccr\S:2 Demographic\0163 Race 4\,UNKNOWN_DATA_ELEMENT,NAACCR,1,,,v163,,
v163_fcts_ptnts,_fcts_ptnts,,1045,1,1,,314627,,1,1178,1937,v163_fcts_ptnts,,,2,"0163 Race 4[26,517 facts; 25,298 patients]",163,\i2b2\naaccr\S:2 Demographic\0163 Race 4\,UNKNOWN_DATA_ELEMENT,NAACCR,1,,,v163,,
v164_fcts_ptnts_cd,_fcts_ptnts_cd,,1045,1,1,,314627,,1,1178,1937,v164_fcts_ptnts,,,2,"0164 Race 5[26,517 facts; 25,298 patients]",164,\i2b2\naaccr\S:2 Demographic\0164 Race 5\,UNKNOWN_DATA_ELEMENT,NAACCR,1,,,v164,,
v164_fcts_ptnts,_fcts_ptnts,,1045,1,1,,314627,,1,1178,1937,v164_fcts_ptnts,,,2,"0164 Race 5[26,517 facts; 25,298 patients]",164,\i2b2\naaccr\S:2 Demographic\0164 Race 5\,UNKNOWN_DATA_ELEMENT,NAACCR,1,,,v164,,
v165_Spnsh_Hspnc_cd,_Spnsh_Hspnc_cd,,1092,1,1,,314578,,1,1227,1890,v165_Spnsh_Hspnc,,,7,"0190 Spanish/Hispanic Origin[29,842 facts; 28,569 patients]",165,\i2b2\naaccr\S:2 Demographic\0190 Spanish/Hispanic Origin\,UNKNOWN_DATA_ELEMENT,NAACCR,1,,,v165,,
v165_Spnsh_Hspnc,_Spnsh_Hspnc,,1092,1,1,,314578,,1,1227,1890,v165_Spnsh_Hspnc,,,7,"0190 Spanish/Hispanic Origin[29,842 facts; 28,569 patients]",165,\i2b2\naaccr\S:2 Demographic\0190 Spanish/Hispanic Origin\,UNKNOWN_DATA_ELEMENT,NAACCR,1,,,v165,,
v166_fcts_ptnts_cd,_fcts_ptnts_cd,,1092,1,1,,314578,,1,1227,1890,v166_fcts_ptnts,,,2,"0220 Sex[29,840 facts; 28,567 patients]",166,\i2b2\naaccr\S:2 Demographic\0220 Sex\,UNKNOWN_DATA_ELEMENT,NAACCR,1,,,v166,,
v166_fcts_ptnts,_fcts_ptnts,,1092,1,1,,314578,,1,1227,1890,v166_fcts_ptnts,,,2,"0220 Sex[29,840 facts; 28,567 patients]",166,\i2b2\naaccr\S:2 Demographic\0220 Sex\,UNKNOWN_DATA_ELEMENT,NAACCR,1,,,v166,,
v167_Brth__ptnts_tf,_Brth__ptnts_tf,,1092,1,1,,314713,,1,1092,1890,v167_Brth__ptnts,,,1,"0240 Date of Birth[29,846 facts; 28,572 patients]",167,\i2b2\naaccr\S:2 Demographic\0240 Date of Birth\,UNKNOWN_DATA_ELEMENT,NAACCR,1,,1059,v167,,D
v167_Brth__ptnts,_Brth__ptnts,,1092,1,1,,314713,,1,1092,1890,v167_Brth__ptnts,,,1,"0240 Date of Birth[29,846 facts; 28,572 patients]",167,\i2b2\naaccr\S:2 Demographic\0240 Date of Birth\,UNKNOWN_DATA_ELEMENT,NAACCR,1,,1059,v167,,D
v168_Dgns__ptnts_tf,_Dgns__ptnts_tf,,1092,1,1,,314578,,1,1227,1890,v168_Dgns__ptnts,,,1,"0390 Date of Diagnosis[29,842 facts; 28,569 patients]",168,\i2b2\naaccr\S:1 Cancer Identification\0390 Date of Diagnosis\,UNKNOWN_DATA_ELEMENT,NAACCR,1,,1118,v168,,D
v168_Dgns__ptnts,_Dgns__ptnts,,1092,1,1,,314578,,1,1227,1890,v168_Dgns__ptnts,,,1,"0390 Date of Diagnosis[29,842 facts; 28,569 patients]",168,\i2b2\naaccr\S:1 Cancer Identification\0390 Date of Diagnosis\,UNKNOWN_DATA_ELEMENT,NAACCR,1,,1118,v168,,D
v169_Prmr_ptnts_cd,_Prmr_ptnts_cd,,1092,1,1,,314578,,2,1227,1890,v169_Prmr_ptnts,,,15,"0630 Primary Payer at DX[29,841 facts; 28,568 patients]",169,\i2b2\naaccr\S:6 Hospital-Specific\0630 Primary Payer at DX\,UNKNOWN_DATA_ELEMENT,NAACCR,2,,,v169,,
v169_Prmr_ptnts,_Prmr_ptnts,,1092,1,1,,314578,,2,1227,1890,v169_Prmr_ptnts,,,15,"0630 Primary Payer at DX[29,841 facts; 28,568 patients]",169,\i2b2\naaccr\S:6 Hospital-Specific\0630 Primary Payer at DX\,UNKNOWN_DATA_ELEMENT,NAACCR,2,,,v169,,
v170_fcts_ptnts_cd,_fcts_ptnts_cd,,438,1,1,,315328,,2,477,2544,v170_fcts_ptnts,,,36,"0940 TNM Clin T[15,108 facts; 14,686 patients]",170,\i2b2\naaccr\S:11 Stage/Prognostic Factors\0940 TNM Clin T\,UNKNOWN_DATA_ELEMENT,NAACCR,2,,,v170,,
v170_fcts_ptnts,_fcts_ptnts,,438,1,1,,315328,,2,477,2544,v170_fcts_ptnts,,,36,"0940 TNM Clin T[15,108 facts; 14,686 patients]",170,\i2b2\naaccr\S:11 Stage/Prognostic Factors\0940 TNM Clin T\,UNKNOWN_DATA_ELEMENT,NAACCR,2,,,v170,,
v171_fcts_ptnts_cd,_fcts_ptnts_cd,,431,1,1,,315334,,2,471,2551,v171_fcts_ptnts,,,16,"0950 TNM Clin N[14,740 facts; 14,322 patients]",171,\i2b2\naaccr\S:11 Stage/Prognostic Factors\0950 TNM Clin N\,UNKNOWN_DATA_ELEMENT,NAACCR,2,,,v171,,
v171_fcts_ptnts,_fcts_ptnts,,431,1,1,,315334,,2,471,2551,v171_fcts_ptnts,,,16,"0950 TNM Clin N[14,740 facts; 14,322 patients]",171,\i2b2\naaccr\S:11 Stage/Prognostic Factors\0950 TNM Clin N\,UNKNOWN_DATA_ELEMENT,NAACCR,2,,,v171,,
v172_fcts_ptnts_cd,_fcts_ptnts_cd,,431,1,1,,315345,,2,460,2551,v172_fcts_ptnts,,,12,"0960 TNM Clin M[14,337 facts; 13,948 patients]",172,\i2b2\naaccr\S:11 Stage/Prognostic Factors\0960 TNM Clin M\,UNKNOWN_DATA_ELEMENT,NAACCR,2,,,v172,,
v172_fcts_ptnts,_fcts_ptnts,,431,1,1,,315345,,2,460,2551,v172_fcts_ptnts,,,12,"0960 TNM Clin M[14,337 facts; 13,948 patients]",172,\i2b2\naaccr\S:11 Stage/Prognostic Factors\0960 TNM Clin M\,UNKNOWN_DATA_ELEMENT,NAACCR,2,,,v172,,
v173_Grp__ptnts_cd,_Grp__ptnts_cd,,1004,1,1,,314676,,2,1129,1978,v173_Grp__ptnts,,,20,"0970 TNM Clin Stage Group[23,796 facts; 22,695 patients]",173,\i2b2\naaccr\S:11 Stage/Prognostic Factors\0970 TNM Clin Stage Group\,UNKNOWN_DATA_ELEMENT,NAACCR,2,,,v173,,
v173_Grp__ptnts,_Grp__ptnts,,1004,1,1,,314676,,2,1129,1978,v173_Grp__ptnts,,,20,"0970 TNM Clin Stage Group[23,796 facts; 22,695 patients]",173,\i2b2\naaccr\S:11 Stage/Prognostic Factors\0970 TNM Clin Stage Group\,UNKNOWN_DATA_ELEMENT,NAACCR,2,,,v173,,
v174_Dscrptr__ptnts_cd,_Dscrptr__ptnts_cd,,1046,1,1,,314632,,2,1173,1936,v174_Dscrptr__ptnts,,,5,"0980 TNM Clin Descriptor[26,608 facts; 25,466 patients]",174,\i2b2\naaccr\S:11 Stage/Prognostic Factors\0980 TNM Clin Descriptor\,UNKNOWN_DATA_ELEMENT,NAACCR,2,,,v174,,
v174_Dscrptr__ptnts,_Dscrptr__ptnts,,1046,1,1,,314632,,2,1173,1936,v174_Dscrptr__ptnts,,,5,"0980 TNM Clin Descriptor[26,608 facts; 25,466 patients]",174,\i2b2\naaccr\S:11 Stage/Prognostic Factors\0980 TNM Clin Descriptor\,UNKNOWN_DATA_ELEMENT,NAACCR,2,,,v174,,
v175_Dt_Srgr_tf,_Dt_Srgr_tf,,771,1,1,,314983,,1,822,2211,v175_Dt_Srgr,,,1,"1200 RX Date--Surgery[12,809 facts; 12,304 patients]",175,\i2b2\naaccr\S:15 Treatment-1st Course\1200 RX Date--Surgery\,UNKNOWN_DATA_ELEMENT,NAACCR,1,,763,v175,,D
v175_Dt_Srgr,_Dt_Srgr,,771,1,1,,314983,,1,822,2211,v175_Dt_Srgr,,,1,"1200 RX Date--Surgery[12,809 facts; 12,304 patients]",175,\i2b2\naaccr\S:15 Treatment-1st Course\1200 RX Date--Surgery\,UNKNOWN_DATA_ELEMENT,NAACCR,1,,763,v175,,D
v176_Cntct__ptnts_tf,_Cntct__ptnts_tf,,1092,1,1,,314701,,1,1104,1890,v176_Cntct__ptnts,,,1,"1750 Date of Last Contact[29,822 facts; 28,555 patients]",176,\i2b2\naaccr\S:4 Follow-up/Recurrence/Death\1750 Date of Last Contact\,UNKNOWN_DATA_ELEMENT,NAACCR,1,,990,v176,,D
v176_Cntct__ptnts,_Cntct__ptnts,,1092,1,1,,314701,,1,1104,1890,v176_Cntct__ptnts,,,1,"1750 Date of Last Contact[29,822 facts; 28,555 patients]",176,\i2b2\naaccr\S:4 Follow-up/Recurrence/Death\1750 Date of Last Contact\,UNKNOWN_DATA_ELEMENT,NAACCR,1,,990,v176,,D
v177_Sts__ptnts_cd,_Sts__ptnts_cd,,1092,1,1,,314701,,1,1104,1890,v177_Sts__ptnts,,,2,"1760 Vital Status[29,822 facts; 28,555 patients]",177,\i2b2\naaccr\S:4 Follow-up/Recurrence/Death\1760 Vital Status\,UNKNOWN_DATA_ELEMENT,NAACCR,1,,,v177,,
v177_Sts__ptnts,_Sts__ptnts,,1092,1,1,,314701,,1,1104,1890,v177_Sts__ptnts,,,2,"1760 Vital Status[29,822 facts; 28,555 patients]",177,\i2b2\naaccr\S:4 Follow-up/Recurrence/Death\1760 Vital Status\,UNKNOWN_DATA_ELEMENT,NAACCR,1,,,v177,,
v178_Sts__ptnts_cd,_Sts__ptnts_cd,,1092,1,1,,314701,,2,1104,1890,v178_Sts__ptnts,,,3,"1770 Cancer Status[29,821 facts; 28,554 patients]",178,\i2b2\naaccr\S:4 Follow-up/Recurrence/Death\1770 Cancer Status\,UNKNOWN_DATA_ELEMENT,NAACCR,2,,,v178,,
v178_Sts__ptnts,_Sts__ptnts,,1092,1,1,,314701,,2,1104,1890,v178_Sts__ptnts,,,3,"1770 Cancer Status[29,821 facts; 28,554 patients]",178,\i2b2\naaccr\S:4 Follow-up/Recurrence/Death\1770 Cancer Status\,UNKNOWN_DATA_ELEMENT,NAACCR,2,,,v178,,
v179_Srvl__ptnts_cd,_Srvl__ptnts_cd,,1092,1,1,,314701,,2,1104,1890,v179_Srvl__ptnts,,,5,"1780 Quality of Survival[29,818 facts; 28,551 patients]",179,\i2b2\naaccr\S:4 Follow-up/Recurrence/Death\1780 Quality of Survival\,UNKNOWN_DATA_ELEMENT,NAACCR,2,,,v179,,
v179_Srvl__ptnts,_Srvl__ptnts,,1092,1,1,,314701,,2,1104,1890,v179_Srvl__ptnts,,,5,"1780 Quality of Survival[29,818 facts; 28,551 patients]",179,\i2b2\naaccr\S:4 Follow-up/Recurrence/Death\1780 Quality of Survival\,UNKNOWN_DATA_ELEMENT,NAACCR,2,,,v179,,
v180_Rcrnc_Dt_st_tf,_Rcrnc_Dt_st_tf,,247,1,1,,315555,,1,250,2735,v180_Rcrnc_Dt_st,,,1,"1860 Recurrence Date--1st[3,559 facts; 3,531 patients]",180,\i2b2\naaccr\S:4 Follow-up/Recurrence/Death\1860 Recurrence Date--1st\,UNKNOWN_DATA_ELEMENT,NAACCR,1,,243,v180,,D
v180_Rcrnc_Dt_st,_Rcrnc_Dt_st,,247,1,1,,315555,,1,250,2735,v180_Rcrnc_Dt_st,,,1,"1860 Recurrence Date--1st[3,559 facts; 3,531 patients]",180,\i2b2\naaccr\S:4 Follow-up/Recurrence/Death\1860 Recurrence Date--1st\,UNKNOWN_DATA_ELEMENT,NAACCR,1,,243,v180,,D
v181_Grp__ptnts_cd,_Grp__ptnts_cd,,999,1,1,,314681,,2,1124,1983,v181_Grp__ptnts,,,19,"0910 TNM Path Stage Group[23,786 facts; 22,682 patients]",181,\i2b2\naaccr\S:11 Stage/Prognostic Factors\0910 TNM Path Stage Group\,UNKNOWN_DATA_ELEMENT,NAACCR,2,,,v181,,
v181_Grp__ptnts,_Grp__ptnts,,999,1,1,,314681,,2,1124,1983,v181_Grp__ptnts,,,19,"0910 TNM Path Stage Group[23,786 facts; 22,682 patients]",181,\i2b2\naaccr\S:11 Stage/Prognostic Factors\0910 TNM Path Stage Group\,UNKNOWN_DATA_ELEMENT,NAACCR,2,,,v181,,
v182_Cmrbd_Cmplctn_cd,_Cmrbd_Cmplctn_cd,,971,1,1,,314713,,2,1092,2011,v182_Cmrbd_Cmplctn,,,81,"3110 Comorbid/Complication 1[23,376 facts; 22,355 patients]",182,\i2b2\naaccr\S:11 Stage/Prognostic Factors\3110 Comorbid/Complication 1\,UNKNOWN_DATA_ELEMENT,NAACCR,2,,,v182,,
v182_Cmrbd_Cmplctn,_Cmrbd_Cmplctn,,971,1,1,,314713,,2,1092,2011,v182_Cmrbd_Cmplctn,,,81,"3110 Comorbid/Complication 1[23,376 facts; 22,355 patients]",182,\i2b2\naaccr\S:11 Stage/Prognostic Factors\3110 Comorbid/Complication 1\,UNKNOWN_DATA_ELEMENT,NAACCR,2,,,v182,,
v183_Cmrbd_Cmplctn_cd,_Cmrbd_Cmplctn_cd,,196,1,1,,315590,,2,215,2786,v183_Cmrbd_Cmplctn,,,77,"3120 Comorbid/Complication 2[3,520 facts; 3,401 patients]",183,\i2b2\naaccr\S:11 Stage/Prognostic Factors\3120 Comorbid/Complication 2\,UNKNOWN_DATA_ELEMENT,NAACCR,2,,,v183,,
v183_Cmrbd_Cmplctn,_Cmrbd_Cmplctn,,196,1,1,,315590,,2,215,2786,v183_Cmrbd_Cmplctn,,,77,"3120 Comorbid/Complication 2[3,520 facts; 3,401 patients]",183,\i2b2\naaccr\S:11 Stage/Prognostic Factors\3120 Comorbid/Complication 2\,UNKNOWN_DATA_ELEMENT,NAACCR,2,,,v183,,
v184_Cmrbd_Cmplctn_cd,_Cmrbd_Cmplctn_cd,,127,1,1,,315663,,2,142,2855,v184_Cmrbd_Cmplctn,,,66,"3130 Comorbid/Complication 3[2,405 facts; 2,318 patients]",184,\i2b2\naaccr\S:11 Stage/Prognostic Factors\3130 Comorbid/Complication 3\,UNKNOWN_DATA_ELEMENT,NAACCR,2,,,v184,,
v184_Cmrbd_Cmplctn,_Cmrbd_Cmplctn,,127,1,1,,315663,,2,142,2855,v184_Cmrbd_Cmplctn,,,66,"3130 Comorbid/Complication 3[2,405 facts; 2,318 patients]",184,\i2b2\naaccr\S:11 Stage/Prognostic Factors\3130 Comorbid/Complication 3\,UNKNOWN_DATA_ELEMENT,NAACCR,2,,,v184,,
v185_Cmrbd_Cmplctn_cd,_Cmrbd_Cmplctn_cd,,86,1,1,,315710,,2,95,2896,v185_Cmrbd_Cmplctn,,,63,"3140 Comorbid/Complication 4[1,591 facts; 1,531 patients]",185,\i2b2\naaccr\S:11 Stage/Prognostic Factors\3140 Comorbid/Complication 4\,UNKNOWN_DATA_ELEMENT,NAACCR,2,,,v185,,
v185_Cmrbd_Cmplctn,_Cmrbd_Cmplctn,,86,1,1,,315710,,2,95,2896,v185_Cmrbd_Cmplctn,,,63,"3140 Comorbid/Complication 4[1,591 facts; 1,531 patients]",185,\i2b2\naaccr\S:11 Stage/Prognostic Factors\3140 Comorbid/Complication 4\,UNKNOWN_DATA_ELEMENT,NAACCR,2,,,v185,,
v186_Cmrbd_Cmplctn_cd,_Cmrbd_Cmplctn_cd,,61,1,1,,315736,,2,69,2921,v186_Cmrbd_Cmplctn,,,46,"3150 Comorbid/Complication 5[1,048 facts; 1,015 patients]",186,\i2b2\naaccr\S:11 Stage/Prognostic Factors\3150 Comorbid/Complication 5\,UNKNOWN_DATA_ELEMENT,NAACCR,2,,,v186,,
v186_Cmrbd_Cmplctn,_Cmrbd_Cmplctn,,61,1,1,,315736,,2,69,2921,v186_Cmrbd_Cmplctn,,,46,"3150 Comorbid/Complication 5[1,048 facts; 1,015 patients]",186,\i2b2\naaccr\S:11 Stage/Prognostic Factors\3150 Comorbid/Complication 5\,UNKNOWN_DATA_ELEMENT,NAACCR,2,,,v186,,
v187_Cmrbd_Cmplctn_cd,_Cmrbd_Cmplctn_cd,,40,1,1,,315760,,2,45,2942,v187_Cmrbd_Cmplctn,,,36,3160 Comorbid/Complication 6[717 facts; 697 patients],187,\i2b2\naaccr\S:11 Stage/Prognostic Factors\3160 Comorbid/Complication 6\,UNKNOWN_DATA_ELEMENT,NAACCR,2,,,v187,,
v187_Cmrbd_Cmplctn,_Cmrbd_Cmplctn,,40,1,1,,315760,,2,45,2942,v187_Cmrbd_Cmplctn,,,36,3160 Comorbid/Complication 6[717 facts; 697 patients],187,\i2b2\naaccr\S:11 Stage/Prognostic Factors\3160 Comorbid/Complication 6\,UNKNOWN_DATA_ELEMENT,NAACCR,2,,,v187,,
v188_Cmrbd_Cmplctn_cd,_Cmrbd_Cmplctn_cd,,27,1,1,,315776,,2,29,2955,v188_Cmrbd_Cmplctn,,,24,3161 Comorbid/Complication 7[530 facts; 516 patients],188,\i2b2\naaccr\S:11 Stage/Prognostic Factors\3161 Comorbid/Complication 7\,UNKNOWN_DATA_ELEMENT,NAACCR,2,,,v188,,
v188_Cmrbd_Cmplctn,_Cmrbd_Cmplctn,,27,1,1,,315776,,2,29,2955,v188_Cmrbd_Cmplctn,,,24,3161 Comorbid/Complication 7[530 facts; 516 patients],188,\i2b2\naaccr\S:11 Stage/Prognostic Factors\3161 Comorbid/Complication 7\,UNKNOWN_DATA_ELEMENT,NAACCR,2,,,v188,,
v189_Cmrbd_Cmplctn_cd,_Cmrbd_Cmplctn_cd,,15,1,1,,315789,,2,16,2967,v189_Cmrbd_Cmplctn,,,14,3162 Comorbid/Complication 8[377 facts; 369 patients],189,\i2b2\naaccr\S:11 Stage/Prognostic Factors\3162 Comorbid/Complication 8\,UNKNOWN_DATA_ELEMENT,NAACCR,2,,,v189,,
v189_Cmrbd_Cmplctn,_Cmrbd_Cmplctn,,15,1,1,,315789,,2,16,2967,v189_Cmrbd_Cmplctn,,,14,3162 Comorbid/Complication 8[377 facts; 369 patients],189,\i2b2\naaccr\S:11 Stage/Prognostic Factors\3162 Comorbid/Complication 8\,UNKNOWN_DATA_ELEMENT,NAACCR,2,,,v189,,
v190_Cmrbd_Cmplctn_cd,_Cmrbd_Cmplctn_cd,,10,1,1,,315794,,2,11,2972,v190_Cmrbd_Cmplctn,,,12,3163 Comorbid/Complication 9[282 facts; 275 patients],190,\i2b2\naaccr\S:11 Stage/Prognostic Factors\3163 Comorbid/Complication 9\,UNKNOWN_DATA_ELEMENT,NAACCR,2,,,v190,,
v190_Cmrbd_Cmplctn,_Cmrbd_Cmplctn,,10,1,1,,315794,,2,11,2972,v190_Cmrbd_Cmplctn,,,12,3163 Comorbid/Complication 9[282 facts; 275 patients],190,\i2b2\naaccr\S:11 Stage/Prognostic Factors\3163 Comorbid/Complication 9\,UNKNOWN_DATA_ELEMENT,NAACCR,2,,,v190,,
v191_Cmrbd_Cmplctn_cd,_Cmrbd_Cmplctn_cd,,7,1,1,,315797,,2,8,2975,v191_Cmrbd_Cmplctn,,,9,3164 Comorbid/Complication 10[194 facts; 190 patients],191,\i2b2\naaccr\S:11 Stage/Prognostic Factors\3164 Comorbid/Complication 10\,UNKNOWN_DATA_ELEMENT,NAACCR,2,,,v191,,
v191_Cmrbd_Cmplctn,_Cmrbd_Cmplctn,,7,1,1,,315797,,2,8,2975,v191_Cmrbd_Cmplctn,,,9,3164 Comorbid/Complication 10[194 facts; 190 patients],191,\i2b2\naaccr\S:11 Stage/Prognostic Factors\3164 Comorbid/Complication 10\,UNKNOWN_DATA_ELEMENT,NAACCR,2,,,v191,,
v192_fcts_ptnts_cd,_fcts_ptnts_cd,,362,1,1,,315415,,2,390,2620,v192_fcts_ptnts,,,10,"0900 TNM Path M[10,706 facts; 10,439 patients]",192,\i2b2\naaccr\S:11 Stage/Prognostic Factors\0900 TNM Path M\,UNKNOWN_DATA_ELEMENT,NAACCR,2,,,v192,,
v192_fcts_ptnts,_fcts_ptnts,,362,1,1,,315415,,2,390,2620,v192_fcts_ptnts,,,10,"0900 TNM Path M[10,706 facts; 10,439 patients]",192,\i2b2\naaccr\S:11 Stage/Prognostic Factors\0900 TNM Path M\,UNKNOWN_DATA_ELEMENT,NAACCR,2,,,v192,,
v193_fcts_ptnts_cd,_fcts_ptnts_cd,,608,1,1,,315148,,2,657,2374,v193_fcts_ptnts,,,19,"0890 TNM Path N[14,468 facts; 14,012 patients]",193,\i2b2\naaccr\S:11 Stage/Prognostic Factors\0890 TNM Path N\,UNKNOWN_DATA_ELEMENT,NAACCR,2,,,v193,,
v193_fcts_ptnts,_fcts_ptnts,,608,1,1,,315148,,2,657,2374,v193_fcts_ptnts,,,19,"0890 TNM Path N[14,468 facts; 14,012 patients]",193,\i2b2\naaccr\S:11 Stage/Prognostic Factors\0890 TNM Path N\,UNKNOWN_DATA_ELEMENT,NAACCR,2,,,v193,,
v194_Mltplct_ptnts_cd,_Mltplct_ptnts_cd,,469,1,1,,315286,,2,519,2513,v194_Mltplct_ptnts,,,9,"0446 Multiplicity Counter[10,740 facts; 10,353 patients]",194,\i2b2\naaccr\S:1 Cancer Identification\0446 Multiplicity Counter\,UNKNOWN_DATA_ELEMENT,NAACCR,2,,,v194,,
v194_Mltplct_ptnts,_Mltplct_ptnts,,469,1,1,,315286,,2,519,2513,v194_Mltplct_ptnts,,,9,"0446 Multiplicity Counter[10,740 facts; 10,353 patients]",194,\i2b2\naaccr\S:1 Cancer Identification\0446 Multiplicity Counter\,UNKNOWN_DATA_ELEMENT,NAACCR,2,,,v194,,
